Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45
2005,41.65616,-47.83733,5.50967,-16.61519,-26.49444,-24.10542,-0.7193,-4.08511,7.06399,-3.67117,0.63636,2.02765,79.99579,2092.10626,1526.53446,525.12024,1678.41315,233.20131,359.5852,272.20873,333.77829,196.55768,104.01717,275.39948,18.94148,199.83283,214.69017,-70.05137,-110.27438,-43.75077,50.69648,-14.64195,38.21439,-6.12882,0.06179,-29.46753,-1.60121,24.23888,9.50755,236.70781,-21.94974,-61.26272,18.19619,2.94276,-21.01505
2006,48.25117,-1.32172,29.05848,-11.19343,-24.55637,-12.71385,-11.91747,1.07806,1.81636,0.0016,-1.50539,-3.7615,20.089,1010.8594,710.65692,702.13381,633.90297,314.64217,351.01475,271.41365,287.69022,176.11014,115.93267,275.5243,42.33514,-155.85955,-8.97425,24.51364,-66.60206,25.72871,21.59863,-40.05765,-1.69169,-15.81613,48.26654,3.58024,-98.19321,-10.69179,-183.00913,28.22663,24.90314,2.53647,-40.57127,-4.49711,-25.78716
1995,48.29506,63.3586,-30.22466,-2.45677,2.9028,-7.80807,-3.75793,0.41163,4.95157,-0.15893,-0.58928,12.37623,22.8299,1400.74184,1831.49818,1524.00065,816.99685,1407.882,451.13896,528.56149,352.56077,332.98536,391.96279,185.44153,43.39246,34.84615,-624.86532,-128.65676,139.88865,145.50499,-9.20374,21.86109,-47.58336,-10.06835,-31.16176,141.72835,158.28112,-7.4862,-177.79512,42.61152,174.34484,122.91072,-28.68058,33.5455,15.78139
1996,41.25824,-11.46842,84.56459,20.16039,-28.5816,6.26844,6.85548,4.06775,19.29308,7.4899,-1.98848,7.69071,20.99877,1634.22314,1885.12326,1731.29476,880.30807,893.57478,607.3787,381.14155,487.13577,229.64549,367.28269,454.19134,49.72891,436.1981,-194.41948,14.92678,92.78049,105.25946,113.75083,17.35098,27.289,19.00019,-12.43862,106.44698,10.00762,604.67672,-411.00388,-33.44358,109.67441,32.16087,-37.15484,-29.47805,16.05306
1988,30.66361,-145.63398,34.91913,-4.94556,23.49408,4.46235,-1.36501,9.00876,-12.67313,-4.97681,-2.51023,8.40089,56.91821,4020.37215,5227.17247,3303.40109,1771.93782,1376.08102,1350.11054,758.40431,1273.30812,436.86269,438.01906,511.7873,157.31917,1797.88614,991.08909,-689.38912,-475.83292,-129.60061,310.49093,-290.86592,-6.31834,33.25586,-7.82367,433.03261,667.16208,-1416.25608,2.10491,736.55084,-206.67205,-649.36163,-76.75914,35.1606,5.85021
2006,47.87492,-4.23945,-26.15611,-2.6145,-8.37569,-16.9002,3.58802,-0.89803,8.57669,2.18841,1.78219,4.4138,28.7195,1549.49081,940.37937,1274.49844,568.56822,742.70811,324.01942,577.99341,192.31897,240.71351,235.91625,137.5115,41.05824,45.90281,-362.55166,-56.13087,-1.44036,42.152,-63.89021,-12.41808,-61.85904,-21.87267,-30.77311,74.59097,-393.77371,-19.77006,-136.247,-1.88116,72.38718,-34.93827,-36.30554,25.29636,5.98386
2005,48.43355,0.62084,7.56438,-2.90097,11.24449,-21.6961,13.64051,-4.40197,-8.21113,-6.54841,1.44349,4.94843,29.52565,4720.53271,2387.66509,744.33711,1053.81407,494.02772,674.37625,334.54787,398.33845,290.99331,161.54303,401.1565,289.36311,-1202.34775,568.56995,57.62579,-172.94725,-84.46579,55.13723,77.53627,-4.13629,-19.45372,32.49725,-13.06408,-329.90537,163.3956,-115.79095,257.29375,46.65691,128.5643,-80.31943,-13.97512,3.78215
1976,46.97037,3.51202,35.53266,3.29993,-15.32988,-12.10455,16.44062,-7.20953,0.66484,-3.38978,1.57613,16.94122,10.99623,910.52861,906.7755,802.75378,489.86035,399.95171,541.79816,320.36004,326.35427,267.3276,103.14678,223.75186,-13.56953,-352.88199,-23.96549,-35.61145,7.17168,23.55394,-4.60992,19.47823,57.95545,1.24913,8.16577,28.51025,-162.71839,-5.41924,-320.64036,22.37963,-29.59972,-136.08314,-86.2458,-10.75199,17.11183
1994,36.04908,87.64917,-91.45052,19.70136,1.89054,25.61035,-1.19617,-5.71291,8.87071,14.20266,-8.97129,11.95071,58.48001,1727.31641,4448.28092,4926.22178,931.92664,2461.54894,1294.67875,1680.44871,501.73181,625.58561,758.04841,191.61037,-95.12591,-1272.83739,-2501.08782,241.77496,383.24851,59.47784,-708.15034,363.56679,-193.27094,79.35842,-117.93292,336.27184,381.01234,822.20302,-211.75614,-161.69923,614.68473,-387.58738,-204.37359,22.83438,-5.51555
1998,44.06357,-14.1044,3.50567,-9.14651,-16.1141,-15.49556,-3.33099,-9.72779,6.51626,-1.99081,1.50537,5.05728,39.80988,3147.45469,2042.44825,873.98735,931.35533,513.69423,532.7181,267.8857,482.96064,220.38198,178.21973,370.67533,238.21184,982.71123,-46.93012,-37.84728,-107.86706,48.352,29.53358,24.4247,97.34478,-28.07106,33.19201,184.8635,-245.2817,-731.13017,-233.04186,-3.22383,29.03594,-165.3338,-42.34997,-34.28518,-39.03063
2004,44.85558,-37.38915,-8.8486,3.54551,10.68711,5.07602,12.62656,-8.88799,3.84052,-1.95183,-3.24155,7.38631,30.13172,1469.12518,1435.18349,1100.92407,682.19989,1161.6535,449.73664,616.98013,366.88275,375.86833,349.39031,218.82161,-47.7489,55.49335,-139.51231,84.55519,132.75732,124.08324,-66.70214,110.61295,-46.76584,-42.78294,-24.91387,-7.70758,-161.28024,165.62326,-287.1438,66.44061,35.75313,93.89629,-75.24111,-18.17529,26.06891
1998,45.87651,20.28807,24.24417,0.4734,4.10803,2.639,-0.16547,3.2817,-0.19572,3.40989,-7.70391,-6.22517,34.1211,1611.65631,1856.39136,3043.49108,727.89284,1612.19478,544.06659,609.61201,415.05692,336.38743,405.09799,275.10063,88.57733,276.69975,-861.54452,-145.04934,182.59131,168.26776,-31.02151,71.27331,67.29054,0.15376,-21.29034,98.83497,-242.00008,66.19926,-744.65301,36.7309,79.39702,86.61623,-44.53147,-7.89622,26.61512
2006,46.58376,15.19591,22.4494,-5.54469,15.37303,-16.76954,7.39036,-3.31564,-2.92418,-1.48471,-2.39556,0.38442,36.82185,2314.20891,1149.23519,899.02401,769.77439,678.03338,554.63899,403.55607,312.07767,316.62817,192.97935,312.14708,146.67157,-9.41573,21.72196,-16.18574,-13.52786,-41.43737,59.00913,53.40819,-52.01135,-18.69491,19.01025,79.0669,-177.37984,-22.9872,-177.67216,169.57431,-117.85678,54.58279,-83.84001,12.78488,-25.54585
1999,40.31423,1.16115,12.90768,7.6577,7.45469,-1.49283,-10.06125,-9.91359,-10.1157,-3.61183,1.87105,10.03585,43.47221,3920.61057,4533.83153,1899.40301,1139.73569,925.90139,535.0189,647.49029,440.77704,450.49446,342.59399,348.88326,51.804,1810.7192,1078.50108,35.35256,-71.9436,58.751,0.92123,28.00685,-8.16238,-43.73855,-22.23585,72.1242,282.05136,759.00581,-360.50942,133.32014,-41.96943,-4.24664,-113.08443,-1.20352,29.20145
2005,32.14068,-179.71104,10.16084,-11.40343,-3.44263,-2.96745,3.38425,7.24749,-13.04248,-3.74063,-1.86763,4.9277,28.42665,2907.26378,2868.72398,1466.03836,935.74915,1074.98647,552.37562,324.5308,607.55648,328.90496,198.84177,406.78018,12.07489,161.06645,226.45456,-242.86522,-280.73641,-18.39289,49.43154,-66.50024,46.55624,-12.40456,7.94813,193.01535,-2.07035,-574.02746,-317.61469,196.49458,-164.36373,-208.59435,-99.51427,-44.36216,-32.50217
1993,39.12968,28.74589,-6.90839,10.22329,28.20445,-5.00937,-18.23744,-13.17057,-5.51371,0.70583,2.98068,-7.04333,50.09711,2872.43033,2432.05103,1321.88715,1649.36981,1175.69327,492.64018,486.66364,573.52513,446.71472,340.52609,455.27705,-65.46303,375.6942,-145.64605,200.7539,-104.73944,148.83602,-58.25099,11.59925,53.72907,8.07873,29.02774,-57.06811,71.83658,60.21728,-173.77169,-68.35111,158.33304,63.89869,-139.47886,46.26923,5.91579
1998,44.54708,43.91363,-40.99855,1.03092,6.39436,6.22095,-11.8901,-9.31382,-10.07037,6.24708,-5.59103,-5.21865,34.08334,2118.76254,1787.714,2361.88018,723.38646,1140.66748,619.10808,1000.9487,332.55339,379.01953,372.79661,296.03378,-46.33075,-848.06911,-171.06683,-366.98827,32.12261,247.0308,-23.93079,136.38884,-83.55635,50.8191,-24.61476,72.58396,-165.09726,195.06067,-9.62486,20.01959,50.24107,29.68234,-109.06478,35.84248,-29.29237
1993,44.25213,30.41765,-17.03529,-10.63618,4.61775,-19.71212,-7.72087,-3.06696,14.14081,6.66625,1.44604,4.90178,10.99871,1715.29827,781.23805,948.7355,594.99387,664.51539,597.1937,495.02496,365.69093,385.49672,250.8958,238.42267,38.50995,-422.46282,-73.98934,-29.75097,-22.99705,37.09015,-51.84965,38.38401,-34.44144,-6.51948,-30.53436,17.75031,-410.48155,3.85757,-235.11372,54.42824,54.6305,44.03824,-64.51782,1.39003,35.77131
1987,42.74761,78.86435,33.58684,-1.0969,-28.24069,-12.29988,-5.49919,-0.76929,19.42687,9.07196,-0.07194,8.10843,17.08228,768.07497,980.11196,481.39226,597.84464,519.96522,570.01124,334.31903,393.33035,234.95344,141.3655,309.38246,17.31146,89.53917,-6.55793,-18.15916,85.47477,-0.1607,144.05749,22.16098,91.58691,-23.30119,57.10538,4.2847,-35.8076,-4.64649,-185.38938,-15.4512,11.74257,134.10759,15.75736,-14.08658,-2.62874
2001,42.21193,15.15135,-17.11603,-13.08849,5.0442,-9.92438,-9.93405,-18.49101,0.19917,-4.92301,1.26445,3.92975,25.34366,1201.9453,1547.06655,947.70281,548.58,466.06602,377.56803,480.62757,225.86139,346.51101,161.61043,157.68178,-18.01769,-299.32137,156.03344,66.35247,22.17811,50.31095,3.29255,48.07366,-35.08828,-61.15904,4.57071,83.58216,-111.82064,55.95818,-199.7759,-7.59042,-32.78577,47.79369,-60.27072,8.89087,-14.35113
2007,51.96562,40.40506,31.24713,-5.89317,-28.30879,-17.50278,-9.27962,-1.2757,4.42042,-0.2786,3.16607,21.26802,10.12042,2810.83197,1467.92908,1158.28529,1249.9791,604.04421,537.87589,457.19642,381.29805,332.76914,289.213,345.29434,48.78896,-1089.02684,-30.50082,-78.13095,49.5146,-55.26578,34.1946,12.09667,27.78807,34.79777,20.00876,-10.3702,-302.49444,122.23095000000001,-172.18977,-154.07455,-24.71323,-16.95143,-59.26358,22.17015,-56.38533
1991,52.90081,35.40466,41.16012,-4.04232,-34.80534,-21.07422,-0.37318,-2.26107,12.72677,2.23071,-1.23718,-1.49227,13.42074,1154.62683,1993.49321,434.00434,750.42722,226.51433,374.77393,237.28269,278.16976,193.43408,99.56777,278.53389,4.81439,-177.4206,560.46708,83.03862,2.8866,-14.79123,3.09642,2.02909,40.21632,-32.85606,29.314,-72.50919,-112.15796,248.57961,-32.08638,-79.07852,27.83138,58.08588,-39.13799,13.79525,-9.28768
2006,41.257,-26.24436,-7.5355,-9.40695,19.87946,-2.12817,-8.66531,0.22807,1.29651,7.63603,-4.96858,5.48532,48.02788,4076.16961,3505.31552,2714.43454,824.83262,1137.09018,1092.29455,1140.20405,471.23089,610.26856,416.95454,439.32222,-5.69097,-104.83634,261.02316,-46.10767,-49.36501,-6.73503,-1.98136,12.6078,-93.0253,-82.39267,15.9396,161.53076,123.47389,44.25951,-382.36406,155.25764,-163.91034,-107.65192,-169.70094,33.18216,25.92669
1994,42.15571,42.4881,-3.37452,6.38161,16.70464,16.76321,10.89202,4.19915,-2.75728,14.29015,-14.27638,1.21191,30.01124,3203.5101,2474.51459,2557.41559,783.39922,1462.01122,651.90836,1756.54878,397.77852,942.13948,591.83007,203.792,-18.63788,-948.65892,247.68476,-163.763,36.60251,365.96937,-467.92383,200.02256,-106.52311,-10.80196,-104.09815,64.53389,-560.77451,39.20422,-631.50005,68.43305,-392.70905,99.83883,-538.66936,5.17734,44.59638
2007,48.3625,-6.0322,40.62588,-2.34894,-15.9821,-20.69785,9.54081,-8.66945,-15.71927,-14.37248,2.84102,5.80611,15.45171,1481.88362,751.85788,345.61081,1266.13253,209.97369,201.49391,341.38626,194.02155,242.70094,73.13202,171.73861,99.0461,-316.798,125.09374,-49.17766,-165.50284,38.97041,2.74284,57.46815,32.06203,-21.08218,21.56746,27.49549,-144.76182,-21.89501,-52.32465,-109.21415,-10.53476,-2.30943,-10.9734,-1.57227,-3.32339
1999,41.98688,36.20249,-25.05102,31.50249,8.9256,-7.63877,-16.113,9.07452,3.49255,9.80852,10.32523,-0.81583,31.349240000000002,4225.87371,2541.33995,2003.24286,1626.95928,1172.90472,615.3643,568.80578,246.90952,275.21982,330.33259,140.50615,34.0412,247.74909,-289.42879,-112.70965,254.38497,125.51743,-28.58489,13.87627,1.75575,64.67595,-28.00836,-31.72332,-295.08822,869.20315,184.15707,-429.51716,79.32315,-75.97328,126.43508,35.11151,9.46974
1976,47.22814,29.50532,67.45029,14.14903,9.89789,-14.84263,0.80027,-3.76138,13.20563,3.24022,0.03326,-7.26763,41.03562,1624.51914,6577.38875,1236.72244,738.35386,431.58383,370.30145,274.48816,285.09078,205.69064,188.79237,217.95907,-159.32016,2166.56694,1978.58879,226.97918,2.91697,-8.26505,24.81657,8.63217,12.99597,-3.52068,15.49989,-450.78223,614.08937,996.2067,-248.54591,36.94332,63.71678,103.53687,-48.62754,31.44416,-1.34189
1997,43.75135,-30.84713,31.94292,-1.70773,23.37686,-20.796,-2.36822,-8.22883,-2.10689,-5.48912,5.65231,4.11868,17.9905,1140.82899,1196.01519,570.97211,417.22227,375.61485,535.85245,227.82127,276.50042,165.51542,114.77934,328.21235,52.78346,302.15202,139.72641,17.81558,-9.59338,-26.71056,102.75439,38.96876,48.48148,-16.99918,35.1066,46.81926,96.30221,162.42259,-130.32966,-108.92875,-12.19884,75.49992,-11.12123,-41.17446,-29.47387
1996,47.88914,41.56802,20.49965,-12.50339,-47.11325,-6.89578,-41.57703,-15.86095,23.82904,2.56505,2.45127,11.61595,17.6186,1472.85178,1752.72055,1910.30022,381.27063,972.58649,565.87657,355.34154,197.89967,364.12716,324.78479,230.00108,13.35539,289.23317,-359.79063,48.48765,30.01076,336.00768,80.90701,38.6494,-32.1174,61.0444,36.92979,32.73287,447.74969,-155.22125,-456.47715,49.91417,39.64078,20.61713,-120.60856,17.75674,-4.85832
2009,43.32,-10.62169,-31.63673,13.8639,3.45913,-9.92085,-9.40162,-6.73317,6.93318,3.46454,7.40931,-3.78776,20.31883,2991.91066,1888.08841,1750.63798,676.41821,1386.32072,925.23381,639.36931,172.2534,523.19657,353.92621,289.05212,50.34622,-195.61376,-50.8887,-64.2101,178.95251,394.58217,7.45977,79.47213,16.96989,106.16631,-39.48157,-24.03722,-607.28124,179.77158,-417.09122,117.9824,67.93411,8.51273,49.73148,-17.63919,52.60167
1991,51.32061,57.594970000000004,26.79008,0.42333,-32.5837,-25.07632,12.09583,-4.67446,6.56881,5.30203,-0.29765,-2.43322,9.45938,904.9062,1136.20247,366.37115,869.19071,359.98723,325.26505,254.2869,234.09306,212.0607,138.17204,308.66908,-13.93924,46.9671,65.18922,19.31796,66.0318,32.86,18.86841,0.66748,56.55774,-40.9951,43.24172,-31.15936,-4.85664,-31.65032,-76.96116,-97.32892,45.98166,41.19483,-52.06414,-13.30959,-32.70814
2001,44.64194,51.61682,-8.42592,8.32234,-36.83455,5.48619,22.97062,-0.23024,5.06767,-4.8451,-7.65049,0.64206,21.56623,1348.08661,2064.28031,1542.04075,927.08348,1377.64479,745.47121,734.20712,337.88017,387.12608,323.78264,208.44806,-56.20661,-665.13927,-270.69218,-41.08466,-85.56618,380.92953,154.01401,57.83483,-119.10573,-10.44405,-23.72009,134.42859,170.72922,305.97756,-436.28043,-364.77076,293.56978,101.89995,-92.53119,25.0791,39.53308
1990,37.28067,-74.08404,-3.44482,1.84403,12.54204,-11.37687,-1.07969,1.05267,2.30095,9.32624,-0.44282,-8.49382,20.27674,1759.25411,1666.27179,1055.94183,683.67483,888.83691,528.80331,434.56474,329.7641,363.20071,153.16526,241.98423,-50.38351,-693.11118,237.8272,-50.39114,-42.55721,80.06001,28.66862,8.71741,-1.54155,-19.52219,31.56659,90.68291,118.77665,32.69875,-40.92501,-25.05224,65.66241,142.61038,23.37411,-25.25915,-11.9412
2009,50.82108,-24.57703,102.4246,15.99159,54.16894,-8.63793,-34.84137,-4.4069,10.84088,-2.05034,3.33907,2.89047,10.72356,1488.10875,1917.08472,2410.11917,1151.54457,1051.02322,850.48954,655.78771,493.08396,484.97331,309.41946,490.07656,41.96183,-37.39648,-10.75699,-189.0456,-47.87522,84.66925,21.33246,69.20886,41.45977,45.64246,-13.18151,57.98412,504.3644,127.89816,-956.33062,359.64121,-83.16542,75.35079,-63.43947,-24.41803,13.4245
2007,50.48619,39.11867,20.21468,11.91855,-5.38514,-6.60765,4.52008,2.68848,9.73505,7.28984,0.66796,6.08436,25.56781,1740.20081,2131.17645,1911.99703,876.69125,997.97697,860.04491,610.90204,339.86595,327.27942,371.72578,409.43858,51.0063,241.99645,104.06974,183.31542,181.34961,9.20089,80.70981,89.79399,-15.66517,-9.30977,-18.01591,-40.8496,-318.96328,486.13769,-133.20765,-161.10323,-1.78778,-1.01702,-69.20529,33.56661,-8.55506
2000,44.89341,-20.70147,16.10605,-12.40496,-2.94714,-9.89146,-2.2558,-5.05942,-1.02586,-3.99802,-1.73597,-2.79882,41.35372,2685.08636,1613.8339,1364.01716,862.48317,624.49039,741.05281,445.92823,378.25062,280.50666,307.1386,368.50479,193.58327,-49.31255,125.97641,-59.23519,13.32829,30.70256,69.24943,50.09019,48.48145,-28.12665,17.53724,90.24542,-199.65829,22.19953,-274.98815,25.66675,80.39353,106.39594,-41.68605,-17.01455,-43.22258
1966,31.98529,-7.94843,-15.45146,1.23019,21.10837,5.20116,11.27278,-4.16334,-2.38942,-3.58309,-9.84391,4.1227,15.21225,1963.60416,3779.76492,2179.33626,908.52245,1161.39919,751.8914,591.4251,646.507,396.79185,297.05663,340.32105,22.64452,1255.78987,498.47497,440.02152,-73.06327,35.28758,-12.1606,51.37653,116.16854,43.67228,-23.658,87.03703,485.0837,793.47656,-428.86027,88.50256,173.26434,172.10821,-63.31367,-8.23932,-36.56791
2000,36.43079,52.45533,-91.27414,3.49496,38.751,-34.7089,19.0898,-15.40126,0.69756,-1.41972,-0.86614,-18.6657,34.34415,2995.41969,3491.9999,2043.9373,2773.31287,1115.29742,731.46493,846.62063,477.25375,559.77044,424.66003,373.94107,5.51232,1774.3944,-17.8372,520.76488,155.55141,-112.02929,-82.87488,28.14144,39.49549,-147.50998,-91.8811,88.19504,-94.41376,-1082.62407,46.20408,-317.64648,282.06194,31.03906,-15.04708,12.97065,85.64915
1987,45.21486,34.10224,23.05386,10.36054,13.48495,-7.64135,6.46903,-0.35461,5.75829,6.34558,-2.72761,2.38331,39.57763,1254.26948,2424.89407,1031.48565,984.20977,868.18612,573.45406,236.60675,406.89768,209.64504,312.5142,359.06005,-41.47768,235.43373,13.69311,-26.23854,123.97907,21.15318,90.61904,40.89706,41.59248,20.01746,55.82207,-22.14099,105.54437,912.79005,-271.99725,-2.74586,14.01707,203.89749,-45.20539,-2.04942,12.13443
2006,45.7431,15.59572,13.42449,-6.21771,-7.99992,3.13432,0.43594,7.32583,16.61337,9.74701,-8.34738,5.08559,19.58744,1912.85645,1364.17639,2314.33033,545.30662,1057.52427,454.40141,623.69689,329.735,385.35118,422.90815,206.45715,37.45302,-64.58988,-358.48531,-217.13255,-8.29299,86.09228,-78.1617,35.32384,-17.4923,-61.60052,-42.80481,77.14599,-56.99702,24.22892,-559.2715,163.87855,-20.54066,101.73702,-138.45707,-4.37166,38.14556
2005,48.20813,22.7923,41.6263,16.59677,-20.44997,-2.01206,1.06922,-0.42943,8.90207,4.3365,-2.61045,-4.00744,30.22262,2372.07049,7438.21752,2050.66505,1054.1946,1244.86711,941.41148,533.54433,344.36565,332.90677,302.32718,342.80574,-46.10939,1966.64037,1387.89803,431.86086,372.7421,38.60798,59.07946,9.54755,21.34709,-3.32101,-3.58551,-175.62088,154.93186,1387.05918,26.48856,-195.03295,-136.10065,-44.4305,-66.16679,33.12247,-19.24607
2005,47.80083,7.95929,12.39441,-7.96642,-18.80289,-16.72653,0.09126,-0.23216,-0.82281,2.23701,-1.34077,-6.95215,32.4966,1497.34384,966.14445,807.91564,644.28437,730.61543,276.47152,488.77475,278.90889,333.10847,225.72374,141.61918,158.93309,30.7486,-263.42672,-139.12122,-160.83201,54.71064,-95.94986,56.06331,-1.08033,-26.59662,-7.05573,16.32503,-504.92676,-227.86918,-43.06762,-13.7554,-78.2168,38.67595,-5.92758,-3.83728,4.71569
2004,44.87768,28.73444,31.73069,-0.141,-6.04798,-3.74023,-7.8092,5.91115,9.1182,2.55107,-1.74312,-4.72347,63.25827,2164.02889,2242.25081,1310.37664,706.40735,752.67237,504.9542,406.53499,337.72849,242.66595,295.39481,228.50802,-122.68602,-628.42396,87.21621,75.76355,74.76519,-14.92904,-49.1413,-19.87846,-9.42874,-35.90214,-10.49636,-65.18545,2.75771,115.29037,-250.62451,-43.00029,81.6041,89.33943,-28.01899,27.58017,-6.36173
2000,33.68779,-54.86155,40.74616,2.08578,-24.95654,-2.53933,-6.58461,-4.10309,-9.92427,-2.57002,0.3114,4.61077,18.86729,1998.56837,1192.09329,1068.91409,1018.33294,547.06128,610.90856,403.95068,545.92784,393.68029,185.44702,286.33084,-0.51601,-442.88717,-150.62469,-160.41794,-158.75111,83.02555,-21.65553,57.74368,110.23156,-5.33099,43.31474,72.42897,-225.13251,-142.09192,-267.15842,69.45205,-5.42415,96.69587,-71.00056,-31.48244,-56.0591
1989,39.16671,11.8417,-16.07111,-17.22149,-31.7683,-9.6908,-23.43668,-2.44647,8.72051,3.90739,-3.91853,-22.29444,71.99731,2869.66753,3013.62365,1172.24266,2280.90317,725.60455,881.19632,391.32907,494.59453,284.23445,227.07332,728.45137,220.47181,738.57048,420.39883,-255.28374,-230.39127,-104.33918,108.52466,0.24276,97.88863,-28.37977,31.87559,205.96019,227.41816,-759.71542,-97.15629,422.7842,-24.01971,97.08788,-39.8093,-8.72766,-41.58424
1994,46.40042,101.18426,-3.99362,-5.38821,-41.40777,-17.51112,-8.19404,-9.21152,8.16811,10.27567,2.13605,9.82856,35.1004,946.2687,781.10448,792.07479,604.35239,827.5441,355.4569,410.65846,276.12339,243.14282,251.78407,131.00164,-32.53684,-256.22667,-159.91926,95.66168,178.77063,139.36198,-13.73934,43.40318,-13.77635,-61.67421,-21.33223,14.88328,-201.92304,118.84962,-253.96079,111.27514,77.39207,17.98418,-66.76745,13.93256,27.56407
1995,33.37681,-62.81276,16.33085,-10.51319,-2.41027,-23.25565,-8.02728,-3.81665,6.33707,2.86079,0.22333,2.50523,32.73296,3611.6274,1950.33741,1004.05583,903.89516,294.62543,855.86028,287.65899,383.66029,183.78208,115.60045,499.69724,-90.27571,39.46892,337.55514,-123.77473,-74.12934,-27.68576,47.24587,55.76125,81.15818,-33.38752,77.39662,86.72361,-160.71016,-188.60101,-66.06523,-105.53692,-95.90438,17.58451,-43.29504,-49.72386,-72.523
1998,32.52486,-58.95023,-46.336,-29.10566,14.62519,-19.89951,-10.39975,5.71338,4.02041,7.51681,-2.73533,5.4154,49.9388,4119.96924,2881.60451,1706.85571,1483.08666,697.27904,884.80687,567.81073,687.57832,477.54032,229.7948,415.04801,-121.69235,-658.44617,514.60393,-14.54943,35.45304,-52.17272,135.83802,-45.62163,55.4161,-13.76393,40.00859,193.94778,-566.02151,993.8328,-134.6206,-13.83337,-109.61069,6.51138,-11.13021,-15.87978,-10.50357
2006,49.64492,-0.8095,17.379270000000002,-4.04198,-6.13738,-22.64863,-14.66033,-6.1006,1.80991,-1.85164,4.67545,6.47989,32.13361,2969.34076,1041.48779,1077.73684,618.6746,639.60166,291.65314,552.96579,318.73443,269.73439,141.30886,160.84648,176.3913,-22.18519,-71.65221,-72.08766,-109.5596,103.26124,-97.87639,28.04447,-15.86312,-49.57572,2.6022,69.9165,69.25932,-103.85824,-400.08948,47.19429,-120.75968,54.82652,-85.57887,24.90495,-1.65577
2008,50.83902,30.24493,38.25032,-2.54761,-35.84755,-11.41275,-15.79118,1.34689,4.75564,7.38522,1.37046,7.98636,14.7897,1261.59769,645.70478,547.91089,574.99442,574.42596,365.11984,384.3058,342.08456,192.00049,166.95607,238.91641,71.42245,86.78094,-29.80451,8.82077,16.58949,69.46453,47.7173,-52.49904,-24.29617,-24.19681,31.5713,7.54434,-49.65949,79.35427,-157.30041,39.04071,7.31542,40.56462,-5.26242,-1.28101,-19.9405
2009,51.53535,1.85496,50.06694,5.55212,-34.87287,-16.46021,3.41658,-14.55998,9.40247,-6.96811,3.14838,4.68818,19.28871,1841.23767,860.02523,494.15674,438.28517,374.34461,212.34314,284.49634,193.87842,200.43301,96.19682,176.01024,125.46738,-626.10698,1.06656,-66.09152,-57.54185,-7.97693,-12.43075,33.89497,-26.69042,-35.81232,12.51365,-44.94437,-174.1245,-151.56389,-31.97297,-14.36162,-35.13164,-37.77387,3.11806,22.78693,18.97399
2007,50.42857,42.96028,48.30093,14.65043,-11.84953,-11.94399,10.32945,4.89855,-1.15716,-2.08832,1.72385,-5.24076,33.08205,902.26847,1994.80084,825.37268,1348.40134,716.82722,456.36485,348.31166,252.0319,235.72809,244.74292,206.5889,29.88803,-26.88971,428.38028,262.5291,22.20694,27.43817,-73.5821,36.10852,-2.4256,-22.22828,17.7412,-89.15433,-99.03067,614.50185,7.69763,-117.61366,103.21017,42.36956,-36.01434,3.92646,32.85898
1987,40.68699,-4.30794,11.28695,-2.15712,-24.49922,-12.68524,-12.89644,-8.71739,16.253050000000002,2.74585,-0.83164,-5.33715,63.78325,3776.14487,3100.08695,1149.74735,1490.64452,580.48846,762.18042,489.2236,488.48514,362.33665,205.13494,379.73286,129.28586,458.5269,152.95386,-18.43407,-68.93963,1.18241,47.65785,-2.19042,77.37318,3.9757,6.28531,200.18077,-468.28804,315.39671,-183.80046,316.46334,27.35787,-130.97654,-52.31356,55.85392,-7.54112
2008,42.80833,9.00584,-18.717,-1.10312,-16.31987,-15.72244,13.66727,-5.26936,7.10175,-3.67935,1.09827,2.02851,26.62667,1522.36017,1693.82111,821.80045,481.57616,599.86761,442.90236,361.29048,357.67335,278.40109,161.87247,192.12417,19.29746,64.26369,-28.11442,-163.09286,32.9029,-24.43977,-32.5915,11.94715,-20.63367,-52.01122,5.03066,59.52266,45.63176,135.87747,-85.78368,-74.25622,118.66001,33.07749,-98.40099,40.46097,1.42509
2007,46.93609,44.84574,-6.2129200000000004,4.60259,6.99031,-20.55894,-11.92484,-14.43813,-1.10777,5.62591,6.34053,-2.90181,11.73606,1162.03843,1591.82021,620.00261,847.18366,567.9988,464.25169,459.81529,275.8539,319.81107,174.09997,170.54567,24.79299,51.45867,-49.1164,-101.22023,44.38462,67.18829,42.11586,75.63058,-5.36908,4.19774,1.94271,58.48303,-161.41562,305.74076,-128.78561,-136.92469,45.58069,8.74632,-93.79437,-8.92321,4.01903
1999,51.10632,63.92342,14.20718,-11.09805,-19.13736,-28.62914,8.3368,7.56243,14.42691,12.15632,-3.48493,-0.20905,11.62023,335.83484,308.01936,668.88957,349.69988,248.55836,170.21928,169.48671,123.19353,133.66137,174.96542,76.99379,-17.70398,-148.38609,-150.22834,42.97043,7.65622,17.31653,-45.31742,20.58163,-6.9047,-9.68426,6.39791,13.17405,-56.00143,72.58619,-57.56172,17.73624,-24.87003,47.54651,-37.44163,18.88424,-11.7627
